Country,League,Season,Stadium,Team,Capacity,Total,Average,Games
Spain,LIGA F,2019-2020,Ciudad Deportiva Dani Jarque,Espanyol Barcelona,"6,000.00","4,566.00",457.00,10
Spain,LIGA F,2019-2020,Mini Estadi,FC Barcelona,?,"4,467.00","4,467.00",1
Spain,LIGA F,2019-2020,Estadi Johan Cruyff,FC Barcelona,"6,000.00","26,195.00","2,620.00",10
Spain,LIGA F,2019-2020,Polideportivo Municipal de Nazaret,Levante UD,?,"1,500.00",375.00,4
Spain,LIGA F,2019-2020,Ciudad Deportiva de Buñol,Levante UD,"3,000.00","1,850.00",370.00,5
Spain,LIGA F,2019-2020,Estadio José Luis de la Hoz-Matapiñonera,Madrid CFF,"3,000.00","8,475.00",848.00,10
Spain,LIGA F,2019-2020,Ciudad Deportiva Fundación Rayo Vallecano,Rayo Vallecano,"2,500.00","3,915.00",326.00,12
Spain,LIGA F,2019-2020,Ciudad Deportiva Luis del Sol,Real Betis Balompié,"1,300.00","5,415.00",542.00,10
Spain,LIGA F,2019-2020,Campo José Luis Orbegozo,Real Sociedad,"2,000.00","7,200.00",800.00,9
Spain,LIGA F,2019-2020,Reale Arena,Real Sociedad,"39,500.00","28,367.00","28,367.00",1
Spain,LIGA F,2019-2020,Estadio Jesús Navas,Sevilla FC,"7,000.00","4,197.00",382.00,11
Spain,LIGA F,2019-2020,Campo Federativo de la Orden,Sporting Huelva,"2,000.00",930.00,465.00,2
Spain,LIGA F,2019-2020,Estadio Nuevo Colombino,Sporting Huelva,"21,670.00",800.00,800.00,1
Spain,LIGA F,2019-2020,Cuidad Deportiva El Conquero,Sporting Huelva,?,"5,350.00",669.00,8
Spain,LIGA F,2019-2020,Estadio La Palmera,UD Tenerife,"2,700.00","6,339.00",528.00,12
Spain,LIGA F,2019-2020,Estadio Antonio Puchades,Valencia CF,"3,000.00","8,100.00",810.00,10
Spain,LIGA F,2018-2019,Instalaciones de Lezama - Campo 1,Athletic Club,"3,200.00","2,649.00",221.00,12
Spain,LIGA F,2018-2019,Instalaciones de Lezama - Campo 2,Athletic Club,"2,800.00",400.00,133.00,3
Spain,LIGA F,2018-2019,Cerro del Espino,Atlético de Madrid,"3,376.00",523.00,262.00,2
Spain,LIGA F,2018-2019,Wanda Metropolitano,Atlético de Madrid,"68,456.00","60,739.00","60,739.00",1
Spain,LIGA F,2018-2019,Mini Estadio Cerro del Espino,Atlético de Madrid,"3,800.00","2,404.00",200.00,12
Spain,LIGA F,2018-2019,Ciudad Deportiva Andrés Iniesta,CD Alba FF,"3,000.00","1,000.00",71.00,14
Spain,LIGA F,2018-2019,Estadio Carlos Belmonte,CD Alba FF,"17,524.00",0.00,0.00,1
Spain,LIGA F,2018-2019,Municipal Las Gaunas,DUX Logroño,"16,000.00","5,684.00",406.00,14
Spain,LIGA F,2018-2019,Instalaciones Mundial´82,DUX Logroño,?,400.00,400.00,1
Spain,LIGA F,2018-2019,Ciudad Deportiva Dani Jarque,Espanyol Barcelona,"6,000.00","2,325.00",166.00,14
Spain,LIGA F,2018-2019,RCDE Stadium,Espanyol Barcelona,"40,000.00",0.00,0.00,1
Spain,LIGA F,2018-2019,Ciutat Esportiva Joan Gamper - Campo 7,FC Barcelona,?,647.00,81.00,8
Spain,LIGA F,2018-2019,Mini Estadi,FC Barcelona,"15,276.00","2,168.00",542.00,4
Spain,LIGA F,2018-2019,Mini Estadi,FC Barcelona,?,428.00,143.00,3
Spain,LIGA F,2018-2019,Ciudad Deportiva de Buñol,Levante UD,"3,000.00","1,450.00",104.00,14
Spain,LIGA F,2018-2019,Estadio Ciudad de Valencia,Levante UD,"26,354.00",0.00,0.00,1
Spain,LIGA F,2018-2019,Estadio José Luis de la Hoz-Matapiñonera,Madrid CFF,"3,000.00","1,894.00",158.00,12
Spain,LIGA F,2018-2019,Centro Deportivo Municipal Luis Aragonés,Madrid CFF,"1,000.00",400.00,400.00,1
Spain,LIGA F,2018-2019,Polideportivo Municipal Dehesa Boyal,Madrid CFF,"2,500.00",0.00,0.00,2
Spain,LIGA F,2018-2019,Federación Malagueña de Fútbol,Málaga CF,"2,500.00","2,350.00",168.00,14
Spain,LIGA F,2018-2019,Ciudad Deportiva José Burgos Quintana,Málaga CF,800.00,0.00,0.00,1
Spain,LIGA F,2018-2019,Ciudad Deportiva del Rayo Vallecano - Campo 4,Rayo Vallecano,"1,085.00",476.00,159.00,3
Spain,LIGA F,2018-2019,Ciudad Deportiva Fundación Rayo Vallecano,Rayo Vallecano,"2,500.00","1,048.00",87.00,12
Spain,LIGA F,2018-2019,Ciudad Deportiva Luis del Sol,Real Betis Balompié,"1,300.00","1,529.00",109.00,14
Spain,LIGA F,2018-2019,Estadio Benito Villamarín,Real Betis Balompié,"60,720.00",0.00,0.00,1
Spain,LIGA F,2018-2019,Campo José Luis Orbegozo,Real Sociedad,"2,000.00","2,000.00",143.00,14
Spain,LIGA F,2018-2019,Reale Arena,Real Sociedad,"39,500.00","21,234.00","21,234.00",1
Spain,LIGA F,2018-2019,Campo Huerto de la Mariana,Sevilla FC,"1,500.00",162.00,162.00,1
Spain,LIGA F,2018-2019,Estadio Jesús Navas,Sevilla FC,"7,000.00",675.00,48.00,14
Spain,LIGA F,2018-2019,Campo Federativo de la Orden,Sporting Huelva,"2,000.00","1,790.00",119.00,15
Spain,LIGA F,2018-2019,Estadio La Palmera,UD Tenerife,"2,700.00","3,863.00",276.00,14
Spain,LIGA F,2018-2019,Estadio Heliodoro Rodríguez López,UD Tenerife,"22,948.00",0.00,0.00,1
Spain,LIGA F,2018-2019,Estadio Antonio Puchades,Valencia CF,"3,000.00","1,900.00",136.00,14
Spain,LIGA F,2018-2019,Estadio de Mestalla,Valencia CF,"48,600.00",0.00,0.00,1
Continental,UWCL,2023-2024,Estadi Olímpic Lluís Companys,,"54,367.00","36,428.00","36,428.00",1
Continental,UWCL,2023-2024,Johan-Cruyff-Arena,,"54,990.00","85,016.00","21,254.00",4
Continental,UWCL,2023-2024,Parc Olympique Lyonnais,,"59,186.00","83,096.00","16,619.00",5
Continental,UWCL,2023-2024,Estádio do Sport Lisboa e Benfica,,"64,642.00","30,521.00","15,261.00",2
Continental,UWCL,2023-2024,Parc des Princes,,"47,929.00","52,034.00","13,009.00",4
Continental,UWCL,2023-2024,Deutsche Bank Park,,"51,500.00","31,400.00","10,467.00",3
Continental,UWCL,2023-2024,Brann Stadion,,"16,750.00","8,589.00","8,589.00",1
Continental,UWCL,2023-2024,Stade Charléty,,"20,000.00","25,713.00","8,571.00",3
Continental,UWCL,2023-2024,Stamford Bridge,,"41,837.00","29,871.00","5,974.00",5
Continental,UWCL,2023-2024,Estadi Johan Cruyff,,"6,000.00","19,960.00","4,990.00",4
Continental,UWCL,2023-2024,Bravida Arena,,"6,500.00","19,843.00","4,961.00",4
Continental,UWCL,2023-2024,Stade Jean Bouin,,"20,000.00","3,669.00","3,669.00",1
Continental,UWCL,2023-2024,Åsane Arena,,"3,300.00","9,738.00","3,246.00",3
Continental,UWCL,2023-2024,FC Bayern Campus,,"2,500.00","9,000.00","3,000.00",3
Continental,UWCL,2023-2024,Fortuna Arena,,"20,800.00","2,728.00","2,728.00",1
Continental,UWCL,2023-2024,Stadio Tre Fontane,,"4,000.00","7,402.00","2,467.00",3
Continental,UWCL,2023-2024,Malmö IP,,"7,600.00","5,925.00","1,975.00",3
Continental,UWCL,2023-2024,Estadio Alfredo Di Stéfano,,"6,000.00","5,371.00","1,790.00",3
Continental,UWCL,2023-2024,Benfica Campus,,"2,721.00","3,084.00","1,542.00",2
Continental,UWCL,2023-2024,NV Arena,,"8,000.00","2,894.00",965.00,3
Continental,UWCL,2023-2024,Lokotrans Aréna,,?,668.00,334.00,2
Continental,UWCL,2022-2023,Camp Nou,,"99,354.00","202,616.00","50,654.00",4
Continental,UWCL,2022-2023,Stadio Olimpico di Roma,,"70,634.00","39,454.00","39,454.00",1
Continental,UWCL,2022-2023,Philips Stadion,,"36,150.00","34,100.00","34,100.00",1
Continental,UWCL,2022-2023,Allianz Arena,,"75,024.00","44,000.00","22,000.00",2
Continental,UWCL,2022-2023,Emirates Stadium,,"60,704.00","101,070.00","20,214.00",5
Continental,UWCL,2022-2023,Parc Olympique Lyonnais,,"59,186.00","18,751.00","18,751.00",1
Continental,UWCL,2022-2023,Volkswagen Arena,,"30,000.00","36,984.00","18,492.00",2
Continental,UWCL,2022-2023,Stamford Bridge,,"41,837.00","52,937.00","17,646.00",3
Continental,UWCL,2022-2023,Parc des Princes,,"47,929.00","33,784.00","16,892.00",2
Continental,UWCL,2022-2023,Groupama Stadium,,"59,286.00","26,330.00","8,777.00",3
Continental,UWCL,2022-2023,Allianz Stadium,,"41,507.00","15,839.00","7,920.00",2
Continental,UWCL,2022-2023,Estadi Johan Cruyff,,"6,000.00","5,004.00","5,004.00",1
Continental,UWCL,2022-2023,Stade Jean Bouin,,"20,000.00","6,865.00","3,433.00",2
Continental,UWCL,2022-2023,Kingsmeadow,,"4,850.00","6,358.00","3,179.00",2
Continental,UWCL,2022-2023,Juventus Training Center Continassa,,500.00,"3,097.00","3,097.00",1
Continental,UWCL,2022-2023,Wefox Arena,,"8,222.00","8,177.00","2,726.00",3
Continental,UWCL,2022-2023,Malmö IP,,"7,600.00","7,487.00","2,496.00",3
Continental,UWCL,2022-2023,Stadio Comunale Domenico Francioni,,"9,310.00","7,253.00","2,418.00",3
Continental,UWCL,2022-2023,AOK Stadion,,"5,200.00","6,742.00","2,247.00",3
Continental,UWCL,2022-2023,Loro Boriçi Stadium,,"16,000.00","6,520.00","2,173.00",3
Continental,UWCL,2022-2023,NV Arena,,"8,000.00","5,575.00","1,858.00",3
Continental,UWCL,2022-2023,Fortuna Arena,,"20,800.00","3,376.00","1,688.00",2
Continental,UWCL,2022-2023,FC Bayern Campus,,"2,500.00","3,124.00","1,562.00",2
Continental,UWCL,2022-2023,Estadio Alfredo Di Stéfano,,"6,000.00","4,038.00","1,346.00",3
Continental,UWCL,2022-2023,Benfica Campus,,"2,721.00","2,002.00",667.00,3
Continental,UWCL,2022-2023,Lokotrans Aréna,,?,645.00,645.00,1
Continental,UWCL,2021-2022,Camp Nou,,"99,354.00","91,648.00","91,648.00",1
Continental,UWCL,2021-2022,Parc des Princes,,"48,583.00","70,517.00","35,259.00",2
Continental,UWCL,2021-2022,Allianz Stadium,,"41,507.00","32,257.00","32,257.00",1
Continental,UWCL,2021-2022,Estadi Johan Cruyff,,"6,000.00","96,579.00","24,145.00",4
Continental,UWCL,2021-2022,Groupama Stadium,,"59,286.00","20,017.00","20,017.00",1
Continental,UWCL,2021-2022,Volkswagen Arena,,"30,000.00","33,350.00","16,675.00",2
Continental,UWCL,2021-2022,Allianz Arena,,"75,024.00","13,000.00","13,000.00",1
Continental,UWCL,2021-2022,Juventus Training Center Continassa,,500.00,"45,235.00","11,309.00",4
Continental,UWCL,2021-2022,Groupama OL Training Center,,"1,500.00","35,388.00","8,847.00",4
Continental,UWCL,2021-2022,Stade de Genève,,"30,084.00","16,031.00","8,016.00",2
Continental,UWCL,2021-2022,Stade Jean Bouin,,"20,000.00","20,409.00","6,803.00",3
Continental,UWCL,2021-2022,Stade des Trois-Chênes,,?,"5,849.00","5,849.00",1
Continental,UWCL,2021-2022,Meadow Park,,"4,502.00","18,877.00","4,719.00",4
Continental,UWCL,2021-2022,OSC Metalist,,"40,003.00","10,471.00","3,490.00",3
Continental,UWCL,2021-2022,Bravida Arena,,"6,500.00","10,026.00","3,342.00",3
Continental,UWCL,2021-2022,Estadio Alfredo Di Stéfano,,"6,000.00","6,666.00","1,667.00",4
Continental,UWCL,2021-2022,Herfølge Stadion,,"8,000.00","4,945.00","1,648.00",3
Continental,UWCL,2021-2022,Kingsmeadow,,"4,850.00","4,449.00","1,483.00",3
Continental,UWCL,2021-2022,Dietmar-Hopp-Stadion,,"6,350.00","3,730.00","1,243.00",3
Continental,UWCL,2021-2022,Estádio Da Tapadinha,,"10,000.00","2,480.00","1,240.00",2
Continental,UWCL,2021-2022,AOK Stadion,,"5,200.00","3,701.00","1,234.00",3
Continental,UWCL,2021-2022,Benfica Campus,,"2,721.00","1,072.00","1,072.00",1
Continental,UWCL,2021-2022,FC Bayern Campus,,"2,500.00","2,545.00",848.00,3
Continental,UWCL,2021-2022,Kópavogsvöllur,,"5,500.00","2,326.00",775.00,3
Continental,UWCL,2020-2021,Estadi Johan Cruyff,,"6,000.00",981.00,327.00,3
Continental,UWCL,2020-2021,NV Arena,,"8,000.00",0.00,0.00,1
Continental,UWCL,2020-2021,Centro Deportivo Wanda Alcalá de Henares,,"2,700.00",0.00,0.00,2
Continental,UWCL,2020-2021,Groupama OL Training Center,,"1,500.00",0.00,0.00,2
Continental,UWCL,2020-2021,Juventus Training Center Continassa,,500.00,0.00,0.00,1
Continental,UWCL,2020-2021,Stade Municipal Georges Lefèvre,,"2,164.00",0.00,0.00,2
Continental,UWCL,2020-2021,Stadio Comunale Gino Bozzi,,"3,800.00",0.00,0.00,1
Continental,UWCL,2020-2021,Estádio Da Tapadinha,,"10,000.00",0.00,0.00,1
Continental,UWCL,2020-2021,FC Bayern Campus,,"2,500.00",0.00,0.00,4
Continental,UWCL,2020-2021,Szusza Ferenc Stadion,,"13,501.00",0.00,0.00,2
Continental,UWCL,2020-2021,Sportcomplex de Herdgang,,"2,500.00",0.00,0.00,1
Continental,UWCL,2020-2021,LSK-Hallen,,"1,500.00",0.00,0.00,2
Continental,UWCL,2020-2021,De Toekomst,,"5,000.00",0.00,0.00,1
Continental,UWCL,2020-2021,Broadwood Stadium,,"8,086.00",0.00,0.00,1
Continental,UWCL,2020-2021,Parc Olympique Lyonnais,,"59,186.00",0.00,0.00,1
Continental,UWCL,2020-2021,TCM Strahov,,?,0.00,0.00,1
Continental,UWCL,2020-2021,Generali Arena,,"20,854.00",0.00,0.00,1
Continental,UWCL,2020-2021,Fortuna Arena,,"20,800.00",0.00,0.00,1
Continental,UWCL,2020-2021,Voithplatz,,"8,000.00",0.00,0.00,1
Continental,UWCL,2020-2021,Stadio Artemio Franchi,,"43,147.00",0.00,0.00,1
Continental,UWCL,2020-2021,Stadio Brianteo,,"18,568.00",0.00,0.00,1
Continental,UWCL,2020-2021,Stadion FK Minsk,,"3,100.00",0.00,0.00,1
Continental,UWCL,2020-2021,Malmö IP,,"7,600.00",0.00,0.00,3
Continental,UWCL,2020-2021,Gamla Ullevi,,"18,800.00",0.00,0.00,1
Continental,UWCL,2020-2021,Stade de Genève,,"30,084.00",0.00,0.00,1
Continental,UWCL,2020-2021,Kingsmeadow,,"4,850.00",0.00,0.00,3
Continental,UWCL,2020-2021,Oleksiy Butovsky Vorskla Stadion,,"24,795.00",0.00,0.00,1
Continental,UWCL,2020-2021,Brøndby Stadion,,"28,000.00",0.00,0.00,2
Continental,UWCL,2020-2021,Valhalla idrottsplats,,"3,500.00",0.00,0.00,1
Continental,UWCL,2020-2021,Namys Stadium,,"3,000.00",0.00,0.00,2
Continental,UWCL,2020-2021,Nord Energi Arena,,"7,500.00",0.00,0.00,1
Continental,UWCL,2020-2021,Gradski,,"13,000.00",0.00,0.00,1
Continental,UWCL,2020-2021,Joie Stadium,,"7,000.00",0.00,0.00,3
Continental,UWCL,2020-2021,Stade Jean Bouin,,"20,000.00",0.00,0.00,1
Continental,UWCL,2020-2021,Gornja Radgona,,"1,000.00",0.00,0.00,1
Continental,UWCL,2020-2021,AOK Stadion,,"5,200.00",0.00,0.00,2
Continental,UWCL,2020-2021,Parc des Princes,,"48,583.00",0.00,0.00,1
Continental,UWCL,2020-2021,Stadion Górnika Łęczna,,"7,226.00",0.00,0.00,1
Continental,UWCL,2020-2021,Hjorring Stadion,,"10,000.00",0.00,0.00,1
Continental,UWCL,2020-2021,Mikheil Meskhi Stadium II,,"2,500.00",0.00,0.00,1
Continental,UWCL,2020-2021,Letzigrund,,"26,500.00",0.00,0.00,1
Continental,UWCL,2019-2020,Estádio Municipal de Braga,,"30,286.00","5,850.00","5,850.00",1
Continental,UWCL,2019-2020,Juventus Training Center Continassa,,500.00,"5,692.00","5,692.00",1
Continental,UWCL,2019-2020,Stadio Comunale Gino Bozzi,,"3,800.00","5,338.00","5,338.00",1
Continental,UWCL,2019-2020,Valhalla idrottsplats,,"3,500.00","4,958.00","4,958.00",1
Continental,UWCL,2019-2020,Sinobo Stadium,,"21,000.00","7,300.00","3,650.00",2
Continental,UWCL,2019-2020,Mini Estadi,,"15,276.00","3,252.00","3,252.00",1
Continental,UWCL,2019-2020,Letzigrund,,"26,500.00","2,684.00","2,684.00",1
Continental,UWCL,2019-2020,Spartak,,"6,000.00","2,570.00","2,570.00",1
Continental,UWCL,2019-2020,De Grolsch Veste,,"30,014.00","3,688.00","1,844.00",2
Continental,UWCL,2019-2020,LF-Arena,,"3,000.00","1,698.00","1,698.00",1
Continental,UWCL,2019-2020,Estadi Johan Cruyff,,"6,000.00","1,698.00","1,698.00",1
Continental,UWCL,2019-2020,Miniestadio Cerro del Espino,,"3,865.00","3,382.00","1,691.00",2
Continental,UWCL,2019-2020,Brøndby Stadion,,"28,000.00","3,355.00","1,678.00",2
Continental,UWCL,2019-2020,Tarpeda-Stadion,,"5,200.00","3,030.00","1,515.00",2
Continental,UWCL,2019-2020,Gradski,,"13,000.00","1,500.00","1,500.00",1
Continental,UWCL,2019-2020,Loro Boriçi Stadium,,"16,000.00","1,500.00","1,500.00",1
Continental,UWCL,2019-2020,Nord Energi Arena,,"7,500.00","2,968.00","1,484.00",2
Continental,UWCL,2019-2020,AOK Stadion,,"5,200.00","2,890.00","1,445.00",2
Continental,UWCL,2019-2020,Stadio comunale Cornaredo,,"15,000.00","1,376.00","1,376.00",1
Continental,UWCL,2019-2020,Stade Jean Bouin,,"20,000.00","1,312.00","1,312.00",1
Continental,UWCL,2019-2020,Easter Road Stadium,,"20,250.00","1,287.00","1,287.00",1
Continental,UWCL,2019-2020,Stade Charléty,,"20,000.00","1,187.00","1,187.00",1
Continental,UWCL,2019-2020,Joie Stadium,,"7,000.00","2,168.00","1,084.00",2
Continental,UWCL,2019-2020,Voithplatz,,"8,000.00","1,077.00","1,077.00",1
Continental,UWCL,2019-2020,Kópavogsvöllur,,"5,500.00","1,824.00",912.00,2
Continental,UWCL,2019-2020,Groupama OL Training Center,,"1,500.00","1,738.00",869.00,2
Continental,UWCL,2019-2020,Arena Chertanovo,,500.00,800.00,800.00,1
Continental,UWCL,2019-2020,TJ Lokomotiva,,?,721.00,721.00,1
Continental,UWCL,2019-2020,Petershill Park,,"1,000.00","1,397.00",699.00,2
Continental,UWCL,2019-2020,Constant Van den Stock stadion,,500.00,698.00,698.00,1
Continental,UWCL,2019-2020,BIIK Stadium,,"3,000.00","1,390.00",695.00,2
Continental,UWCL,2019-2020,Meadow Park,,"4,502.00","1,263.00",632.00,2
Continental,UWCL,2019-2020,Stadiumi Fadil Vokrri,,"16,200.00",555.00,555.00,1
Continental,UWCL,2019-2020,FC Bayern Campus,,"2,500.00",997.00,499.00,2
Continental,UWCL,2019-2020,Reale Arena,,"39,500.00",0.00,0.00,4
Continental,UWCL,2019-2020,San Mamés,,"53,289.00",0.00,0.00,3
Continental,UWCL,2018-2019,Groupama OL Training Center,,"1,500.00","42,398.00","21,199.00",2
Continental,UWCL,2018-2019,Groupama Stadium,,"59,286.00","17,840.00","17,840.00",1
Continental,UWCL,2018-2019,Kingsmeadow,,"4,850.00","26,331.00","8,777.00",3
Continental,UWCL,2018-2019,Olympiez,,"1,500.00","6,000.00","6,000.00",1
Continental,UWCL,2018-2019,Brøndby Stadion,,"28,000.00","11,506.00","5,753.00",2
Continental,UWCL,2018-2019,Mini Estadi,,"15,276.00","21,543.00","5,386.00",4
Continental,UWCL,2018-2019,Stade Charléty,,"20,000.00","14,801.00","4,934.00",3
Continental,UWCL,2018-2019,Spartak,,"6,000.00","4,500.00","4,500.00",1
Continental,UWCL,2018-2019,Heerenschürli,,"1,120.00","7,442.00","3,721.00",2
Continental,UWCL,2018-2019,Stadio Artemio Franchi,,"43,147.00","3,015.00","3,015.00",1
Continental,UWCL,2018-2019,Sinobo Stadium,,"21,000.00","8,924.00","2,975.00",3
Continental,UWCL,2018-2019,BIIK Stadium,,"3,000.00","2,800.00","2,800.00",1
Continental,UWCL,2018-2019,LSK-Hallen,,"1,500.00","7,386.00","2,462.00",3
Continental,UWCL,2018-2019,Voithplatz,,"8,000.00","2,412.00","2,412.00",1
Continental,UWCL,2018-2019,AOK Stadion,,"5,200.00","7,181.00","2,394.00",3
Continental,UWCL,2018-2019,Avaldsnes Idrettssenter,,"1,000.00","2,319.00","2,319.00",1
Continental,UWCL,2018-2019,Stadion Otoka,,"5,000.00","2,200.00","2,200.00",1
Continental,UWCL,2018-2019,Stadio Comunale San Marcellino,,"1,000.00","1,715.00","1,715.00",1
Continental,UWCL,2018-2019,VÍS völlurinn,,"2,984.00","1,529.00","1,529.00",1
Continental,UWCL,2018-2019,Savivaldybė Stadium,,?,"1,500.00","1,500.00",1
Continental,UWCL,2018-2019,De Toekomst,,"5,000.00","2,781.00","1,391.00",2
Continental,UWCL,2018-2019,Stade de Gerland,,"41,842.00","2,694.00","1,347.00",2
Continental,UWCL,2018-2019,Städtisches Stadion an der Grünwalder Straße,,"12,500.00","3,814.00","1,271.00",3
Continental,UWCL,2018-2019,Manchester Regional Arena,,"6,500.00","1,178.00","1,178.00",1
Continental,UWCL,2018-2019,Miniestadio Cerro del Espino,,"3,865.00","2,233.00","1,117.00",2
Continental,UWCL,2018-2019,Nord Energi Arena,,"7,500.00","1,084.00","1,084.00",1
Continental,UWCL,2018-2019,Arena Linköping,,"7,300.00","2,157.00","1,079.00",2
Continental,UWCL,2018-2019,FC Bayern Campus,,"2,500.00","1,040.00","1,040.00",1
Continental,UWCL,2018-2019,Juventus Training Center Continassa,,500.00,"1,001.00","1,001.00",1
Continental,UWCL,2018-2019,Malmö IP,,"7,600.00","1,522.00",761.00,2
Continental,UWCL,2018-2019,Wheatsheaf Park,,"3,000.00",667.00,667.00,1
Continental,UWCL,2018-2019,Petershill Park,,"1,000.00","1,306.00",653.00,2
Continental,UWCL,2018-2019,Gradski,,"13,000.00",600.00,600.00,1
Continental,UWCL,2018-2019,Tapiola N 1,,"5,000.00",572.00,572.00,1
Continental,UWCL,2018-2019,TJ Lokomotiva,,?,558.00,558.00,1
Continental,UWCL,2018-2019,Tsirion,,"13,152.00",417.00,417.00,1
Continental,UWCL,2018-2019,Zvezda,,"17,000.00",100.00,100.00,1
Continental,UWCL,2017-2018,Valeriy Lobanovsky Stadium,,"16,873.00","14,237.00","14,237.00",1
Continental,UWCL,2017-2018,Stade de Gerland,,"41,842.00","41,272.00","10,318.00",4
Continental,UWCL,2017-2018,Mini Estadi,,"15,276.00","13,842.00","4,614.00",3
Continental,UWCL,2017-2018,Haugesund Sparebank Arena,,"8,950.00","4,528.00","4,528.00",1
Continental,UWCL,2017-2018,Stade de la Mosson,,"32,939.00","8,154.00","2,718.00",3
Continental,UWCL,2017-2018,Stadio Comunale San Marcellino,,"1,000.00","5,250.00","2,625.00",2
Continental,UWCL,2017-2018,Wheatsheaf Park,,"3,000.00","10,376.00","2,594.00",4
Continental,UWCL,2017-2018,Letzigrund,,"26,500.00","2,520.00","2,520.00",1
Continental,UWCL,2017-2018,Savivaldybė Stadium,,?,"5,000.00","2,500.00",2
Continental,UWCL,2017-2018,Stadio Artemio Franchi,,"43,147.00","2,369.00","2,369.00",1
Continental,UWCL,2017-2018,Voithplatz,,"8,000.00","2,236.00","2,236.00",1
Continental,UWCL,2017-2018,Tarpeda-Stadion,,"5,200.00","2,000.00","2,000.00",1
Continental,UWCL,2017-2018,AOK Stadion,,"5,200.00","9,344.00","1,869.00",5
Continental,UWCL,2017-2018,De Toekomst,,"5,000.00","1,700.00","1,700.00",1
Continental,UWCL,2017-2018,Centro Sportivo Mario Rigamonti,,"16,308.00","3,130.00","1,565.00",2
Continental,UWCL,2017-2018,Sinobo Stadium,,"21,000.00","4,553.00","1,518.00",3
Continental,UWCL,2017-2018,Manchester Regional Arena,,"6,500.00","5,905.00","1,476.00",4
Continental,UWCL,2017-2018,Brøndby Stadion,,"28,000.00","1,336.00","1,336.00",1
Continental,UWCL,2017-2018,Arena Linköping,,"7,300.00","4,009.00","1,336.00",3
Continental,UWCL,2017-2018,Städtisches Stadion an der Grünwalder Straße,,"12,500.00","1,285.00","1,285.00",1
Continental,UWCL,2017-2018,Stadion Miejski im. Złotej Jedenastki Kazimierza G,,"15,000.00","1,200.00","1,200.00",1
Continental,UWCL,2017-2018,LSK-Hallen,,"1,500.00","2,054.00","1,027.00",2
Continental,UWCL,2017-2018,Malmö IP,,"7,600.00","1,991.00",996.00,2
Continental,UWCL,2017-2018,BIIK Stadium,,"3,000.00","1,750.00",875.00,2
Continental,UWCL,2017-2018,Miniestadio Cerro del Espino,,"3,865.00",823.00,823.00,1
Continental,UWCL,2017-2018,Toumba Stadium,,"28,703.00",810.00,810.00,1
Continental,UWCL,2017-2018,Petershill Park,,"1,000.00",552.00,552.00,1
Continental,UWCL,2017-2018,TJ Lokomotiva,,?,526.00,526.00,1
Continental,UWCL,2017-2018,Nord Energi Arena,,"7,500.00","1,024.00",512.00,2
Continental,UWCL,2017-2018,Generali Arena,,"20,854.00",489.00,489.00,1
Continental,UWCL,2017-2018,Samsungvöllurinn,,"1,800.00",659.00,330.00,2
Continental,UWCL,2017-2018,Zvezda,,"17,000.00",300.00,300.00,1
Continental,UWCL,2017-2018,Cluj Arena,,"30,201.00",250.00,250.00,1
Continental,UWCL,2017-2018,Rodina Stadion,,"5,083.00",162.00,162.00,1
Continental,UWCL,2017-2018,Makario Athletic Centre,,"16,000.00",100.00,100.00,1
Continental,UWCL,2016-2017,Cardiff Athletics Stadium,,"2,613.00","22,433.00","22,433.00",1
Continental,UWCL,2016-2017,Stade de Gerland,,"41,842.00","42,144.00","10,536.00",4
Continental,UWCL,2016-2017,Instalaciones de Lezama - Campo 1,,"3,200.00","9,127.00","9,127.00",1
Continental,UWCL,2016-2017,Stade Charléty,,"20,000.00","33,449.00","8,362.00",4
Continental,UWCL,2016-2017,Mini Estadi,,"15,276.00","19,954.00","4,989.00",4
Continental,UWCL,2016-2017,De Grolsch Veste,,"30,014.00","9,400.00","4,700.00",2
Continental,UWCL,2016-2017,Avaldsnes Idrettssenter,,"1,000.00","4,619.00","4,619.00",1
Continental,UWCL,2016-2017,Letzigrund,,"26,500.00","4,022.00","4,022.00",1
Continental,UWCL,2016-2017,Tunavallen,,"7,800.00","7,771.00","3,886.00",2
Continental,UWCL,2016-2017,Wheatsheaf Park,,"3,000.00","3,783.00","3,783.00",1
Continental,UWCL,2016-2017,Heerenschürli,,"1,120.00","3,600.00","3,600.00",1
Continental,UWCL,2016-2017,Zvezda,,"17,000.00","3,500.00","3,500.00",1
Continental,UWCL,2016-2017,Städtisches Stadion an der Grünwalder Straße,,"12,500.00","8,030.00","2,677.00",3
Continental,UWCL,2016-2017,Easter Road Stadium,,"20,250.00","2,551.00","2,551.00",1
Continental,UWCL,2016-2017,AOK Stadion,,"5,200.00","6,928.00","2,309.00",3
Continental,UWCL,2016-2017,Tarpeda-Stadion,,"5,200.00","2,300.00","2,300.00",1
Continental,UWCL,2016-2017,Malmö IP,,"7,600.00","6,553.00","2,184.00",3
Continental,UWCL,2016-2017,Brøndby Stadion,,"28,000.00","4,192.00","2,096.00",2
Continental,UWCL,2016-2017,Manchester Regional Arena,,"6,500.00","8,119.00","2,030.00",4
Continental,UWCL,2016-2017,LSK-Hallen,,"1,500.00","1,953.00","1,953.00",1
Continental,UWCL,2016-2017,Stadio Marcantonio Bentegodi,,"39,211.00","1,900.00","1,900.00",1
