Country,League,Season,Stadium,Team,Capacity,Total,Average,Games
Germany,Bundesliga,2013-2014,Kurt-Rieß-Anlage,Bayer 04 Leverkusen,"2,000.00","5,099.00",464.00,11
Germany,Bundesliga,2013-2014,Time-Partner-Arena,BV Cloppenburg,"5,001.00","14,845.00","1,350.00",11
Germany,Bundesliga,2013-2014,Städtisches Stadion an der Grünwalder Straße,FC Bayern München,"12,500.00","9,147.00",832.00,11
Germany,Bundesliga,2013-2014,Ernst-Abbe-Sportfeld,FF USV Jena (-2020),"10,445.00","7,953.00",723.00,11
Germany,Bundesliga,2013-2014,PCC-Stadion,MSV Duisburg,"3,000.00","7,208.00",655.00,11
Germany,Bundesliga,2013-2014,Möslestadion,SC Freiburg,"5,400.00","7,483.00",680.00,11
Germany,Bundesliga,2013-2014,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","10,339.00",940.00,11
Germany,Bundesliga,2013-2014,Ensinger-Stadion,TSG 1899 Hoffenheim,"2,000.00","7,598.00",950.00,8
Germany,Bundesliga,2013-2014,Dietmar-Hopp-Stadion,TSG 1899 Hoffenheim,"6,350.00","2,072.00",691.00,3
Germany,Bundesliga,2013-2014,Floschenstadion,VfL Sindelfingen,"5,000.00","2,541.00",231.00,11
Germany,Bundesliga,2013-2014,AOK Stadion,VfL Wolfsburg,"5,200.00","32,261.00","2,933.00",11
France,Ligue 1,2023-2024,Stade Salif Keita,AS Saint-Étienne,1.00,6.68,668.00,10
France,Ligue 1,2023-2024,Stade des Poussots,Dijon FCO,1.50,7.39,739.00,10
France,Ligue 1,2023-2024,Stade Fred Aubert,EA Guingamp,13.50,6.14,614.00,10
France,Ligue 1,2023-2024,Stade Auguste Gentelet,FC Fleury 91,2.00,6.89,765.00,9
France,Ligue 1,2023-2024,Stade Robert Bobin,FC Fleury 91,18.85,225.00,225.00,1
France,Ligue 1,2023-2024,Stade Sainte-Germaine,FC Girondins de Bordeaux,7.00,8.87,887.00,10
France,Ligue 1,2023-2024,Stade Oceane,Le Havre AC,25.18,8.14,814.00,10
France,Ligue 1,2023-2024,Complexe Sportif de Luchin,LOSC Lille,2.00,9.20,920.00,10
France,Ligue 1,2023-2024,Stade de la Mosson,Montpellier HSC,32.94,3.87,387.00,10
France,Ligue 1,2023-2024,Groupama Stadium,Olympique Lyon,59.29,21.76,21.76,1
France,Ligue 1,2023-2024,Groupama OL Training Center,Olympique Lyon,1.50,5.82,727.00,8th
France,Ligue 1,2023-2024,Stade Gerard Houllier,Olympique Lyon,2.00,1.19,1.19,1
France,Ligue 1,2023-2024,Stade Robert Bobin,Paris FC,18.85,11.61,1.16,10
France,Ligue 1,2023-2024,Stade Jean Bouin,Paris Saint Germain FC,20.00,20.68,2.07,10
France,Ligue 1,2023-2024,Training Center Paris Saint-Germain Terrain 5,Paris Saint-Germain FC,1.00,616.00,616.00,1
France,Ligue 1,2023-2024,Stade Louis Bleriot,Stade de Reims,?,3.57,357.00,10
France,Ligue 1,2022-2023,Stade Léo-Lagrange,ASJ Soyaux,?,334.00,334.00,1
France,Ligue 1,2022-2023,Stade Camille-Lebon,ASJ Soyaux,"6,500.00","4,269.00",427.00,10
France,Ligue 1,2022-2023,Stade des Poussots,Dijon FCO,"1,500.00","6,617.00",602.00,11
France,Ligue 1,2022-2023,Stade Fred Aubert,EA Guingamp,"13,500.00","5,944.00",540.00,11
France,Ligue 1,2022-2023,Stade Auguste Gentelet,FC Fleury 91,"2,000.00","8,459.00",769.00,11
France,Ligue 1,2022-2023,Stade Sainte-Germaine,FC Girondins de Bordeaux,"7,000.00","9,798.00",891.00,11
France,Ligue 1,2022-2023,Stade Océane,Le Havre AC,"25,178.00","9,855.00",896.00,11
France,Ligue 1,2022-2023,Stade de la Mosson,Montpellier HSC,"32,939.00","3,502.00",389.00,9
France,Ligue 1,2022-2023,Stade Bernard Gasset - Mama Ouattara,Montpellier HSC,?,"1,011.00",506.00,2
France,Ligue 1,2022-2023,Groupama OL Training Center,Olympique Lyon,"1,500.00","29,295.00","2,930.00",10
France,Ligue 1,2022-2023,Stade Gerard Houllier,Olympique Lyon,"2,000.00","1,480.00","1,480.00",1
France,Ligue 1,2022-2023,Stade Robert Bobin,Paris FC,"18,850.00","9,335.00","1,037.00",9
France,Ligue 1,2022-2023,Stade Charléty,Paris FC,"20,000.00",410.00,205.00,2
France,Ligue 1,2022-2023,Stade Jean Bouin,Paris Saint-Germain FC,"20,000.00","24,824.00","2,257.00",11
France,Ligue 1,2022-2023,Stade Paul Lignon,Rodez AF,"5,955.00","6,665.00",606.00,11
France,Ligue 1,2022-2023,Stade Louis Blériot,Stade de Reims,?,"4,377.00",398.00,11
France,Ligue 1,2021-2022,Stade Salif Keita,AS Saint-Étienne,"1,000.00","5,258.00",478.00,11
France,Ligue 1,2021-2022,Stade Camille-Lebon,ASJ Soyaux,"6,500.00","2,645.00",240.00,11
France,Ligue 1,2021-2022,Stade des Poussots,Dijon FCO,"1,500.00","9,902.00",900.00,11
France,Ligue 1,2021-2022,Stade Fred Aubert,EA Guingamp,"13,500.00","4,341.00",434.00,10
France,Ligue 1,2021-2022,Stade Centre Formation EAG 1,EA Guingamp,"1,000.00",180.00,180.00,1
France,Ligue 1,2021-2022,Stade Auguste Gentelet,FC Fleury 91,"2,000.00","3,415.00",310.00,11
France,Ligue 1,2021-2022,Stade Sainte-Germaine,FC Girondins de Bordeaux,"7,000.00","9,773.00",888.00,11
France,Ligue 1,2021-2022,Stade Le Gallo,GPSO 92 Issy,"3,000.00","1,835.00",167.00,11
France,Ligue 1,2021-2022,Stade de la Mosson,Montpellier HSC,"32,939.00","2,401.00",218.00,11
France,Ligue 1,2021-2022,Groupama OL Training Center,Olympique Lyon,"1,500.00","25,375.00","2,307.00",11
France,Ligue 1,2021-2022,Stade Robert Bobin,Paris FC,"18,850.00","10,113.00",919.00,11
France,Ligue 1,2021-2022,Stade Jean Bouin,Paris Saint-Germain FC,"20,000.00","8,199.00",745.00,11
France,Ligue 1,2021-2022,Stade Louis Blériot,Stade de Reims,?,"3,808.00",346.00,11
France,Ligue 1,2020-2021,Stade Camille-Lebon,ASJ Soyaux,"6,500.00","1,307.00",119.00,11
France,Ligue 1,2020-2021,Stade des Poussots,Dijon FCO,"1,500.00",0.00,0.00,11
France,Ligue 1,2020-2021,Stade Fred Aubert,EA Guingamp,"13,500.00",358.00,33.00,11
France,Ligue 1,2020-2021,Stade Auguste Gentelet,FC Fleury 91,"2,000.00","1,487.00",135.00,11
France,Ligue 1,2020-2021,Stade Sainte-Germaine,FC Girondins de Bordeaux,"7,000.00","1,584.00",144.00,11
France,Ligue 1,2020-2021,Stade Le Gallo,GPSO 92 Issy,"3,000.00",467.00,42.00,11
France,Ligue 1,2020-2021,Stade Océane,Le Havre AC,"25,178.00","2,843.00",258.00,11
France,Ligue 1,2020-2021,Stade de la Mosson,Montpellier HSC,"32,939.00",0.00,0.00,11
France,Ligue 1,2020-2021,Groupama OL Training Center,Olympique Lyon,"1,500.00","1,500.00",136.00,11
France,Ligue 1,2020-2021,Stade Robert Bobin,Paris FC,"18,850.00",487.00,44.00,11
France,Ligue 1,2020-2021,Stade Municipal Georges Lefèvre,Paris Saint-Germain FC,"2,164.00",0.00,0.00,1
France,Ligue 1,2020-2021,Stade Jean Bouin,Paris Saint-Germain FC,"20,000.00",155.00,16.00,10
France,Ligue 1,2020-2021,Stade Louis Blériot,Stade de Reims,?,"1,985.00",180.00,11
France,Ligue 1,2019-2020,Stade Camille-Lebon,ASJ Soyaux,"6,500.00",301.00,301.00,1
France,Ligue 1,2019-2020,Stade Léo Lagrange,ASJ Soyaux,"4,800.00","3,969.00",567.00,7
France,Ligue 1,2019-2020,Stade des Poussots,Dijon FCO,"1,500.00","9,693.00","1,385.00",7
France,Ligue 1,2019-2020,Stade Fred Aubert,EA Guingamp,"13,500.00","7,431.00",826.00,9
France,Ligue 1,2019-2020,Stade Auguste Gentelet,FC Fleury 91,"2,000.00","2,794.00",349.00,8
France,Ligue 1,2019-2020,Stade Sainte-Germaine,FC Girondins de Bordeaux,"7,000.00","7,368.00",921.00,8
France,Ligue 1,2019-2020,Stade Dezavelle,FC Metz,"1,500.00","1,251.00",179.00,7
France,Ligue 1,2019-2020,Stade Municipal,FC Metz,"2,500.00","1,913.00","1,913.00",1
France,Ligue 1,2019-2020,Stade de la Mosson,Montpellier HSC,"32,939.00","2,515.00",359.00,7
France,Ligue 1,2019-2020,Stade Francis Turcan,Olympique de Marseille,"8,289.00",469.00,235.00,2
France,Ligue 1,2019-2020,Stade Paul Le Cesne,Olympique de Marseille,"1,900.00","2,000.00",286.00,7
France,Ligue 1,2019-2020,Groupama OL Training Center,Olympique Lyon,"1,500.00","40,618.00","4,513.00",9
France,Ligue 1,2019-2020,Stade Robert Bobin,Paris FC,"18,850.00","5,512.00",689.00,8
France,Ligue 1,2019-2020,Stade Charléty,Paris Saint-Germain FC,"20,000.00","2,980.00",993.00,3
France,Ligue 1,2019-2020,Stade Jean Bouin,Paris Saint-Germain FC,"20,000.00","9,828.00","1,966.00",5
France,Ligue 1,2019-2020,Stade Auguste-Delaune,Stade de Reims,"21,684.00","6,146.00",878.00,7
France,Ligue 1,2018-2019,Stade Léo Lagrange,ASJ Soyaux,"4,800.00","4,901.00",446.00,11
France,Ligue 1,2018-2019,Stade des Poussots,Dijon FCO,"1,500.00","11,421.00","1,038.00",11
France,Ligue 1,2018-2019,Stade Fred Aubert,EA Guingamp,"13,500.00","4,518.00",411.00,11
France,Ligue 1,2018-2019,Stade Auguste Gentelet,FC Fleury 91,"2,000.00","2,249.00",204.00,11
France,Ligue 1,2018-2019,Stade Sainte-Germaine,FC Girondins de Bordeaux,"7,000.00","8,025.00",803.00,10
France,Ligue 1,2018-2019,Stade Robert Monseau,FC Girondins de Bordeaux,?,445.00,445.00,1
France,Ligue 1,2018-2019,Stade Municipal,FC Metz,"2,500.00","4,466.00",406.00,11
France,Ligue 1,2018-2019,Complexe Sportif de Luchin,LOSC Lille,"2,000.00","7,773.00",707.00,11
France,Ligue 1,2018-2019,Stade de la Mosson,Montpellier HSC,"32,939.00","3,275.00",298.00,11
France,Ligue 1,2018-2019,Stade de Gerland,Olympique Lyon,"41,842.00","6,644.00",831.00,8
France,Ligue 1,2018-2019,Groupama OL Training Center,Olympique Lyon,"1,500.00","27,410.00","9,137.00",3
France,Ligue 1,2018-2019,Stade Robert Bobin,Paris FC,"18,850.00","8,848.00",804.00,11
France,Ligue 1,2018-2019,Stade Charléty,Paris Saint-Germain FC,"20,000.00","7,184.00",653.00,11
France,Ligue 1,2018-2019,Stade Paul Lignon,Rodez AF,"5,955.00","3,640.00",331.00,11
France,Ligue 1,2017-2018,Stade Léo Lagrange,ASJ Soyaux,"4,800.00","5,466.00",497.00,11
France,Ligue 1,2017-2018,Stade Maurice Rigaud,ASPTT Albi (-2021),?,"6,503.00",591.00,11
France,Ligue 1,2017-2018,Stade Fred Aubert,EA Guingamp,"13,500.00","3,664.00",366.00,10
France,Ligue 1,2017-2018,Stade du Roudourou,EA Guingamp,"18,378.00","1,200.00","1,200.00",1
France,Ligue 1,2017-2018,FC Fleury 91,,?,573.00,573.00,1
France,Ligue 1,2017-2018,Stade Auguste Gentelet,FC Fleury 91,"2,000.00","3,126.00",313.00,10
France,Ligue 1,2017-2018,Stade Sainte-Germaine,FC Girondins de Bordeaux,"7,000.00","6,544.00",595.00,11
France,Ligue 1,2017-2018,LOSC Lille,,?,"4,053.00",811.00,5
France,Ligue 1,2017-2018,Complexe Sportif de Luchin,LOSC Lille,"2,000.00","4,477.00",746.00,6
France,Ligue 1,2017-2018,Stade de la Mosson,Montpellier HSC,"32,939.00","2,254.00",205.00,11
France,Ligue 1,2017-2018,Stade Roger Lebert,Olympique de Marseille,"1,000.00",300.00,300.00,1
France,Ligue 1,2017-2018,Stade Francis Turcan,Olympique de Marseille,"8,289.00","2,316.00",232.00,10
France,Ligue 1,2017-2018,Stade de Gerland,Olympique Lyon,"41,842.00","16,046.00","1,459.00",11
France,Ligue 1,2017-2018,Paris FC,,?,250.00,250.00,1
France,Ligue 1,2017-2018,Stade Robert Bobin,Paris FC,"18,850.00","6,325.00",633.00,10
France,Ligue 1,2017-2018,Stade Charléty,Paris Saint-Germain FC,"20,000.00","10,506.00","1,051.00",10
France,Ligue 1,2017-2018,Stade Municipal Georges Lefèvre,Paris Saint-Germain FC,"2,164.00",600.00,600.00,1
France,Ligue 1,2017-2018,Stade Paul Lignon,Rodez AF,"5,955.00","6,045.00",550.00,11
France,Ligue 1,2016-2017,Stade Léon Nautin,AS Saint-Étienne,"1,000.00",193.00,193.00,1
France,Ligue 1,2016-2017,Stade Maurice Rousson,AS Saint-Étienne,"2,800.00",666.00,333.00,2
France,Ligue 1,2016-2017,Stade Léo Lagrange,ASJ Soyaux,"4,800.00",880.00,880.00,1
France,Ligue 1,2016-2017,Stade Camille-Lebon,ASJ Soyaux,"6,500.00","2,460.00","1,230.00",2
France,Ligue 1,2016-2017,Stade Maurice Rigaud,ASPTT Albi (-2021),?,"2,067.00",517.00,4
France,Ligue 1,2016-2017,Stade du Roudourou,EA Guingamp,"18,378.00","7,945.00","7,945.00",1
France,Ligue 1,2016-2017,Stade Fred Aubert,EA Guingamp,"13,500.00","1,764.00",588.00,3
France,Ligue 1,2016-2017,Stade Sainte-Germaine,FC Girondins de Bordeaux,"7,000.00","2,942.00",981.00,3
France,Ligue 1,2016-2017,Stade Municipal,FC Metz,"2,500.00","1,616.00",323.00,5
France,Ligue 1,2016-2017,Stade Robert-Bobin,FCF Juvisy (-2017),"18,850.00","1,009.00",336.00,3
France,Ligue 1,2016-2017,Stade Bernard Gasset - Mama Ouattara,Montpellier HSC,?,356.00,178.00,2
France,Ligue 1,2016-2017,Stade Roger Lebert,Olympique de Marseille,"1,000.00",378.00,378.00,1
France,Ligue 1,2016-2017,Stade Parsemain,Olympique de Marseille,"12,500.00","1,685.00","1,685.00",1
France,Ligue 1,2016-2017,Stade de Gerland,Olympique Lyon,"41,842.00","3,236.00","1,079.00",3
France,Ligue 1,2016-2017,Stade Charléty,Paris Saint-Germain FC,"20,000.00",644.00,322.00,2
France,Ligue 1,2016-2017,Stade Municipal Georges Lefèvre,Paris Saint-Germain FC,"2,164.00","2,119.00","1,060.00",2
France,Ligue 1,2016-2017,Stade Paul Lignon,Rodez AF,"5,955.00","3,084.00",771.00,4
France,Ligue 1,2015-2016,Stade Léon Nautin,AS Saint-Étienne,"1,000.00",193.00,193.00,1
France,Ligue 1,2015-2016,Stade Maurice Rousson,AS Saint-Étienne,"2,800.00",666.00,333.00,2
France,Ligue 1,2015-2016,Stade Léo Lagrange,ASJ Soyaux,"4,800.00",880.00,880.00,1
France,Ligue 1,2015-2016,Stade Camille-Lebon,ASJ Soyaux,"6,500.00","2,460.00","1,230.00",2
France,Ligue 1,2015-2016,Stade Maurice Rigaud,ASPTT Albi (-2021),?,"2,067.00",517.00,4
France,Ligue 1,2015-2016,Stade du Roudourou,EA Guingamp,"18,378.00","7,945.00","7,945.00",1
France,Ligue 1,2015-2016,Stade Fred Aubert,EA Guingamp,"13,500.00","1,764.00",588.00,3
France,Ligue 1,2015-2016,Stade Sainte-Germaine,FC Girondins de Bordeaux,"7,000.00","2,942.00",981.00,3
France,Ligue 1,2015-2016,Stade Municipal,FC Metz,"2,500.00","1,616.00",323.00,5
France,Ligue 1,2015-2016,Stade Robert-Bobin,FCF Juvisy (-2017),"18,850.00","1,009.00",336.00,3
France,Ligue 1,2015-2016,Stade Bernard Gasset - Mama Ouattara,Montpellier HSC,?,356.00,178.00,2
France,Ligue 1,2015-2016,Stade Roger Lebert,Olympique de Marseille,"1,000.00",378.00,378.00,1
France,Ligue 1,2015-2016,Stade Parsemain,Olympique de Marseille,"12,500.00","1,685.00","1,685.00",1
France,Ligue 1,2015-2016,Stade de Gerland,Olympique Lyon,"41,842.00","3,236.00","1,079.00",3
France,Ligue 1,2015-2016,Stade Charléty,Paris Saint-Germain FC,"20,000.00",644.00,322.00,2
France,Ligue 1,2015-2016,Stade Municipal Georges Lefèvre,Paris Saint-Germain FC,"2,164.00","2,119.00","1,060.00",2
France,Ligue 1,2015-2016,Stade Paul Lignon,Rodez AF,"5,955.00","3,084.00",771.00,4
France,Ligue 1,2014-2015,Stade Degouve Brabant,Arras Football,"3,000.00","1,300.00",186.00,7
France,Ligue 1,2014-2015,Stade Léon Nautin,AS Saint-Étienne,"1,000.00","1,470.00",163.00,9
France,Ligue 1,2014-2015,Stade Léo Lagrange,ASJ Soyaux,"4,800.00","3,446.00",383.00,9
France,Ligue 1,2014-2015,Stade Camille-Lebon,ASJ Soyaux,"6,500.00","1,106.00","1,106.00",1
France,Ligue 1,2014-2015,Stade Maurice Rigaud,ASPTT Albi (-2021),?,"6,600.00",733.00,9
France,Ligue 1,2014-2015,Stade du Roudourou,EA Guingamp,"18,378.00","1,226.00",245.00,5
France,Ligue 1,2014-2015,Stade Fred Aubert,EA Guingamp,"13,500.00",545.00,182.00,3
France,Ligue 1,2014-2015,Stade Municipal,FC Metz,"2,500.00","5,385.00",769.00,7
France,Ligue 1,2014-2015,Stade George Maquin,FCF Juvisy (-2017),"2,000.00","7,348.00",816.00,9
France,Ligue 1,2014-2015,Parc des Sports Jean Bouin,GPSO 92 Issy,"2,576.00","2,030.00",226.00,9
France,Ligue 1,2014-2015,Stade de la Mosson,Montpellier HSC,"32,939.00","1,232.00",246.00,5
France,Ligue 1,2014-2015,Stade Jules Rimet,Montpellier HSC,"2,500.00",300.00,150.00,2
France,Ligue 1,2014-2015,Stade de Gerland,Olympique Lyon,"41,842.00","24,405.00","2,712.00",9
France,Ligue 1,2014-2015,Stade Charléty,Paris Saint-Germain FC,"20,000.00","2,650.00",294.00,9
France,Ligue 1,2014-2015,Stade Paul Lignon,Rodez AF,"5,955.00","2,030.00",254.00,8
France,Ligue 1,2013-2014,Stade Degouve Brabant,Arras Football,"3,000.00","3,230.00",404.00,8
France,Ligue 1,2013-2014,Stade Clément Ader,AS Muret,"3,000.00","1,200.00",240.00,5
France,Ligue 1,2013-2014,Stade Colette Besson,AS Muret,?,450.00,225.00,2
France,Ligue 1,2013-2014,Stade Léon Nautin,AS Saint-Étienne,"1,000.00",700.00,117.00,6
France,Ligue 1,2013-2014,Stade Geoffroy-Guichard,AS Saint-Étienne,"35,616.00","1,191.00","1,191.00",1
France,Ligue 1,2013-2014,Stade Léo Lagrange,ASJ Soyaux,"4,800.00","3,750.00",536.00,7
France,Ligue 1,2013-2014,Stade Camille-Lebon,ASJ Soyaux,"6,500.00",600.00,600.00,1
France,Ligue 1,2013-2014,Stade du Roudourou,EA Guingamp,"18,378.00","4,320.00","1,440.00",3
France,Ligue 1,2013-2014,Stade Fred Aubert,EA Guingamp,"13,500.00",600.00,120.00,5
France,Ligue 1,2013-2014,Stade Octave-Birembaut,FCF Hénin-Beaumont,"3,000.00","2,157.00",270.00,8
France,Ligue 1,2013-2014,Stade George Maquin,FCF Juvisy (-2017),"2,000.00","6,028.00",754.00,8
France,Ligue 1,2013-2014,Stade de Bellevue,FF Yzeure,"2,164.00","4,322.00",540.00,8
France,Ligue 1,2013-2014,Stade de la Mosson,Montpellier HSC,"32,939.00","2,300.00",767.00,3
France,Ligue 1,2013-2014,Stade Jules Rimet,Montpellier HSC,"2,500.00","2,550.00",510.00,5
France,Ligue 1,2013-2014,Plaine des Jeux de Gerland,Olympique Lyon,"2,200.00","2,678.00",670.00,4
France,Ligue 1,2013-2014,Stade de Gerland,Olympique Lyon,"41,842.00","12,316.00","4,105.00",3
France,Ligue 1,2013-2014,Stade Charléty,Paris Saint-Germain FC,"20,000.00","4,150.00",519.00,8
France,Ligue 1,2013-2014,Stade Georges Vignes,Rodez AF,"2,000.00",200.00,200.00,1
France,Ligue 1,2013-2014,Stade Paul Lignon,Rodez AF,"5,955.00","1,050.00",175.00,6
USA,NWSL,2024,BMO Stadium,Angel City FC,"22,000.00","63,178.00","21,059.00",3
USA,NWSL,2024,PayPal Park,Bay FC,"18,000.00","45,330.00","15,110.00",3
USA,NWSL,2024,SeatGeek Stadium,Chicago Red Stars,"20,000.00","16,205.00","4,051.00",4
USA,NWSL,2024,Shell Energy Stadium,Houston Dash,"22,039.00","16,367.00","8,184.00",2
USA,NWSL,2024,CPKC Stadium,Kansas City Current,"11,500.00","34,500.00","11,500.00",3
USA,NWSL,2024,Red Bull Arena,NJ/NY Gotham FC,"25,000.00","14,588.00","7,294.00",2
USA,NWSL,2024,Sahlen’s Stadium at WakeMed Soccer Park,North Carolina Courage,"10,000.00","25,005.00","6,251.00",4
USA,NWSL,2024,Inter&Co Stadium,Orlando Pride,"25,500.00","24,295.00","6,074.00",4
USA,NWSL,2024,Providence Park,Portland Thorns FC,"25,218.00","54,125.00","18,042.00",3
USA,NWSL,2024,Lynn Family Stadium,Racing Louisville FC,"11,700.00","24,306.00","8,102.00",3
USA,NWSL,2024,Snapdragon Stadium,San Diego Wave FC,"35,000.00","66,018.00","22,006.00",3
USA,NWSL,2024,Lumen Field,Seattle Reign FC,"68,740.00","18,183.00","9,092.00",2
USA,NWSL,2024,America First Field,Utah Royals,"20,370.00","47,458.00","11,865.00",4
USA,NWSL,2024,Audi Field,Washington Spirit,"20,000.00","38,374.00","9,594.00",4
USA,NWSL,2023,BMO Stadium,Angel City FC,"22,000.00","217,313.00","19,756.00",11
USA,NWSL,2023,SeatGeek Stadium,Chicago Red Stars,"20,000.00","53,332.00","4,848.00",11
USA,NWSL,2023,Shell Energy Stadium,Houston Dash,"22,039.00","58,569.00","5,324.00",11
USA,NWSL,2023,Children’s Mercy Park,Kansas City Current,"18,467.00","124,878.00","11,353.00",11
USA,NWSL,2023,Red Bull Arena,NJ/NY Gotham FC,"25,000.00","63,222.00","5,747.00",11
USA,NWSL,2023,Sahlen’s Stadium at WakeMed Soccer Park,North Carolina Courage,"10,000.00","55,225.00","5,020.00",11
USA,NWSL,2023,Inter&Co Stadium,Orlando Pride,"25,500.00","69,878.00","6,353.00",11
USA,NWSL,2023,Providence Park,Portland Thorns FC,"25,218.00","208,094.00","18,918.00",11
USA,NWSL,2023,Lynn Family Stadium,Racing Louisville FC,"11,700.00","65,989.00","5,999.00",11
USA,NWSL,2023,Snapdragon Stadium,San Diego Wave FC,"35,000.00","227,893.00","20,718.00",11
USA,NWSL,2023,Lumen Field,Seattle Reign FC,"68,740.00","107,650.00","9,786.00",11
USA,NWSL,2023,Audi Field,Washington Spirit,"20,000.00","119,748.00","10,886.00",11
USA,NWSL,2022,BMO Stadium,Angel City FC,"22,000.00","170,643.00","15,513.00",11
USA,NWSL,2022,SeatGeek Stadium,Chicago Red Stars,"20,000.00","40,637.00","4,064.00",10
USA,NWSL,2022,Soldier Field,Chicago Red Stars,"61,500.00","23,951.00","23,951.00",1
USA,NWSL,2022,Shell Energy Stadium,Houston Dash,"22,039.00","49,274.00","4,479.00",11
USA,NWSL,2022,Children’s Mercy Park,Kansas City Current,"18,467.00","76,977.00","6,998.00",11
USA,NWSL,2022,Red Bull Arena,NJ/NY Gotham FC,"25,000.00","44,456.00","4,446.00",10
USA,NWSL,2022,Subaru Park,NJ/NY Gotham FC,"18,500.00","4,107.00","4,107.00",1
USA,NWSL,2022,Sahlen’s Stadium at WakeMed Soccer Park,North Carolina Courage,"10,000.00","41,480.00","3,771.00",11
USA,NWSL,2022,Daytona International Speedway,Orlando Pride,"123,500.00","7,573.00","7,573.00",1
USA,NWSL,2022,Inter&Co Stadium,Orlando Pride,"25,500.00","30,617.00","3,062.00",10
USA,NWSL,2022,Providence Park,Portland Thorns FC,"25,218.00","170,976.00","15,543.00",11
USA,NWSL,2022,Lynn Family Stadium,Racing Louisville FC,"11,700.00","55,956.00","5,087.00",11
USA,NWSL,2022,Torero Stadium,San Diego Wave FC,"6,000.00","36,546.00","4,061.00",9
USA,NWSL,2022,Snapdragon Stadium,San Diego Wave FC,"35,000.00","50,000.00","25,000.00",2
USA,NWSL,2022,Lumen Field,Seattle Reign FC,"68,740.00","68,241.00","6,204.00",11
USA,NWSL,2022,Audi Field,Washington Spirit,"20,000.00","35,532.00","5,922.00",6
USA,NWSL,2022,Segra Field,Washington Spirit,"5,000.00","14,956.00","2,991.00",5
USA,NWSL,2021,SeatGeek Stadium,Chicago Red Stars,"20,000.00","29,398.00","2,450.00",12
USA,NWSL,2021,Shell Energy Stadium,Houston Dash,"22,039.00","29,449.00","2,454.00",12
USA,NWSL,2021,Field of Legends,Kansas City Current,"10,385.00","43,239.00","3,603.00",12
USA,NWSL,2021,Red Bull Arena,NJ/NY Gotham FC,"25,000.00","26,516.00","2,411.00",11
USA,NWSL,2021,Subaru Park,NJ/NY Gotham FC,"18,500.00","9,532.00","9,532.00",1
USA,NWSL,2021,Sahlen’s Stadium at WakeMed Soccer Park,North Carolina Courage,"10,000.00","40,270.00","3,356.00",12
USA,NWSL,2021,Inter&Co Stadium,Orlando Pride,"25,500.00","28,039.00","2,337.00",12
USA,NWSL,2021,Providence Park,Portland Thorns FC,"25,218.00","100,738.00","9,158.00",11
USA,NWSL,2021,Lynn Family Stadium,Racing Louisville FC,"11,700.00","72,705.00","6,059.00",12
USA,NWSL,2021,Cheney Stadium,Seattle Reign FC,"6,500.00","28,898.00","2,627.00",11
USA,NWSL,2021,Lumen Field,Seattle Reign FC,"68,740.00","27,278.00","27,278.00",1
USA,NWSL,2021,Shell Energy Stadium,Washington Spirit,"22,039.00","2,241.00","2,241.00",1
USA,NWSL,2021,Audi Field,Washington Spirit,"20,000.00","25,226.00","4,204.00",6
USA,NWSL,2021,Segra Field,Washington Spirit,"5,000.00","9,395.00","2,349.00",4
USA,NWSL,2019,SeatGeek Stadium,Chicago Red Stars,"20,000.00","65,406.00","5,451.00",12
USA,NWSL,2019,Shell Energy Stadium,Houston Dash,"22,039.00","48,631.00","4,053.00",12
USA,NWSL,2019,Yurcak Field,NJ/NY Gotham FC,"5,000.00","22,330.00","2,233.00",10
USA,NWSL,2019,Red Bull Arena,NJ/NY Gotham FC,"25,000.00","17,729.00","8,865.00",2
USA,NWSL,2019,Sahlen’s Stadium at WakeMed Soccer Park,North Carolina Courage,"10,000.00","70,496.00","5,875.00",12
USA,NWSL,2019,Inter&Co Stadium,Orlando Pride,"25,500.00","66,783.00","5,565.00",12
USA,NWSL,2019,Providence Park,Portland Thorns FC,"25,218.00","241,181.00","20,098.00",12
USA,NWSL,2019,Cheney Stadium,Seattle Reign FC,"6,500.00","62,551.00","5,213.00",12
USA,NWSL,2019,America First Field,Utah Royals,"20,370.00","129,288.00","10,774.00",12
USA,NWSL,2019,Maryland SoccerPlex,Washington Spirit,"4,000.00","73,261.00","6,105.00",12
USA,NWSL,2018,SeatGeek Stadium,Chicago Red Stars,"20,000.00","48,048.00","4,004.00",12
USA,NWSL,2018,Shell Energy Stadium,Houston Dash,"22,039.00","42,859.00","3,572.00",12
USA,NWSL,2018,Yurcak Field,NJ/NY Gotham FC,"5,000.00","30,372.00","2,531.00",12
USA,NWSL,2018,Sahlen’s Stadium at WakeMed Soccer Park,North Carolina Courage,"10,000.00","61,549.00","5,129.00",12
USA,NWSL,2018,Inter&Co Stadium,Orlando Pride,"25,500.00","58,046.00","4,837.00",12
USA,NWSL,2018,Providence Park,Portland Thorns FC,"25,218.00","203,506.00","16,959.00",12
USA,NWSL,2018,Moda Pitch Memorial Stadium,Seattle Reign FC,"17,000.00","36,602.00","3,660.00",10
USA,NWSL,2018,Cheney Stadium,Seattle Reign FC,"6,500.00","9,283.00","4,642.00",2
USA,NWSL,2018,America First Field,Utah Royals,"20,370.00","113,593.00","9,466.00",12
USA,NWSL,2018,Maryland SoccerPlex,Washington Spirit,"4,000.00","38,728.00","3,521.00",11
